id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
6969,22.0,blue-collar,single,primary,no,3198.0,yes,no,unknown,28.0,may,109.0,2.0,-1.0,0.0,unknown,0
11511,55.0,housemaid,married,primary,no,2152.0,no,no,unknown,19.0,jun,922.0,2.0,-1.0,0.0,unknown,1
5581,49.0,blue-collar,married,secondary,no,188.0,yes,no,unknown,23.0,,181.0,16.0,-1.0,0.0,unknown,0
908,50.0,blue-collar,married,primary,no,377.0,yes,no,unknown,7.0,may,221.0,1.0,-1.0,0.0,unknown,0
22912,50.0,management,married,tertiary,no,161.0,no,no,cellular,26.0,aug,19.0,17.0,-1.0,0.0,unknown,0
21969,46.0,blue-collar,married,primary,no,620.0,yes,no,cellular,20.0,aug,174.0,2.0,-1.0,0.0,unknown,0
23174,34.0,self-employed,single,secondary,no,296.0,no,no,cellular,27.0,aug,609.0,13.0,-1.0,0.0,unknown,1
44029,39.0,management,married,tertiary,no,2939.0,no,no,cellular,29.0,jun,385.0,1.0,165.0,2.0,success,0
41918,27.0,student,single,tertiary,no,1134.0,no,no,cellular,21.0,oct,825.0,1.0,183.0,4.0,success,1
4734,30.0,technician,single,secondary,no,659.0,yes,no,unknown,20.0,may,241.0,3.0,-1.0,0.0,unknown,0
42045,72.0,retired,married,secondary,no,0.0,no,no,cellular,29.0,oct,189.0,3.0,,0.0,unknown,1
24895,35.0,unemployed,single,secondary,no,3854.0,yes,no,cellular,18.0,nov,132.0,2.0,-1.0,0.0,unknown,0
31008,53.0,management,married,tertiary,no,8627.0,no,no,cellular,10.0,feb,66.0,1.0,,0.0,unknown,0
29182,60.0,retired,married,primary,no,174.0,yes,yes,cellular,2.0,feb,157.0,2.0,252.0,1.0,failure,0
43349,28.0,management,single,tertiary,no,866.0,no,no,cellular,23.0,mar,191.0,2.0,-1.0,0.0,unknown,1
25606,44.0,self-employed,married,tertiary,no,4411.0,yes,no,cellular,19.0,nov,85.0,,-1.0,0.0,unknown,0
13562,39.0,blue-collar,married,primary,no,3324.0,no,no,cellular,9.0,jul,108.0,1.0,-1.0,0.0,unknown,0
9634,39.0,blue-collar,married,primary,no,1005.0,no,no,unknown,6.0,jun,158.0,2.0,-1.0,0.0,unknown,0
23319,30.0,management,single,tertiary,no,2.0,no,no,cellular,27.0,aug,19.0,21.0,-1.0,0.0,unknown,0
12165,56.0,blue-collar,married,secondary,no,2561.0,no,no,unknown,20.0,jun,13.0,6.0,-1.0,0.0,unknown,0
20285,43.0,technician,married,secondary,no,3723.0,yes,no,cellular,11.0,aug,134.0,4.0,-1.0,0.0,unknown,0
18045,44.0,admin.,married,secondary,no,1305.0,no,no,cellular,30.0,jul,72.0,4.0,-1.0,0.0,unknown,0
558,56.0,admin.,divorced,secondary,no,778.0,yes,no,unknown,6.0,may,149.0,2.0,-1.0,0.0,unknown,0
31287,32.0,self-employed,married,secondary,no,409.0,no,no,cellular,9.0,mar,217.0,2.0,-1.0,0.0,unknown,1
35850,46.0,technician,divorced,secondary,no,0.0,yes,yes,cellular,8.0,may,306.0,1.0,262.0,1.0,other,0
9951,56.0,blue-collar,divorced,primary,no,3021.0,no,no,unknown,9.0,jun,419.0,2.0,-1.0,0.0,unknown,0
7886,59.0,,married,primary,no,2532.0,yes,no,unknown,30.0,may,110.0,6.0,-1.0,0.0,,0
6527,47.0,admin.,married,secondary,no,-245.0,yes,no,unknown,27.0,may,145.0,5.0,-1.0,0.0,unknown,0
23153,45.0,management,married,tertiary,no,10.0,no,no,cellular,26.0,aug,133.0,7.0,-1.0,0.0,unknown,0
29724,58.0,admin.,married,secondary,no,1142.0,no,no,telephone,4.0,feb,82.0,3.0,-1.0,0.0,unknown,0
20005,32.0,management,married,tertiary,no,0.0,no,no,cellular,8.0,aug,83.0,1.0,-1.0,0.0,unknown,0
23623,31.0,management,single,tertiary,no,35.0,no,no,cellular,28.0,aug,27.0,16.0,-1.0,0.0,unknown,0
29974,51.0,housemaid,married,primary,no,618.0,yes,yes,cellular,4.0,feb,69.0,1.0,-1.0,0.0,unknown,0
39385,39.0,technician,married,secondary,no,2266.0,no,no,cellular,22.0,may,86.0,1.0,93.0,4.0,success,0
7028,32.0,self-employed,married,secondary,no,610.0,yes,no,unknown,28.0,may,75.0,6.0,-1.0,0.0,unknown,0
14137,58.0,housemaid,divorced,primary,no,0.0,no,no,cellular,11.0,jul,965.0,2.0,-1.0,0.0,unknown,0
23824,33.0,management,married,tertiary,no,452.0,yes,no,cellular,29.0,aug,168.0,2.0,-1.0,0.0,unknown,0
185,36.0,admin.,married,tertiary,no,211.0,yes,no,unknown,5.0,may,146.0,2.0,-1.0,0.0,unknown,0
18533,38.0,blue-collar,single,secondary,no,1911.0,yes,no,cellular,31.0,jul,74.0,4.0,-1.0,0.0,unknown,0
30282,34.0,services,married,secondary,no,87.0,no,no,cellular,5.0,feb,33.0,1.0,-1.0,0.0,unknown,0
43524,62.0,technician,married,unknown,no,635.0,no,no,cellular,22.0,apr,292.0,4.0,247.0,1.0,other,0
22885,46.0,blue-collar,married,primary,no,185.0,no,no,cellular,25.0,aug,226.0,10.0,-1.0,0.0,unknown,0
25453,31.0,technician,divorced,tertiary,yes,1200.0,no,no,cellular,19.0,nov,62.0,1.0,-1.0,0.0,unknown,0
25378,30.0,management,married,tertiary,no,1185.0,yes,no,cellular,18.0,,342.0,2.0,120.0,4.0,failure,0
33117,42.0,,married,secondary,no,165.0,no,no,telephone,20.0,apr,169.0,1.0,-1.0,0.0,unknown,0
9887,51.0,housemaid,divorced,primary,no,3982.0,no,no,unknown,9.0,jun,23.0,1.0,-1.0,0.0,unknown,0
8257,29.0,technician,single,tertiary,no,2998.0,no,no,unknown,2.0,jun,479.0,3.0,-1.0,0.0,unknown,0
1618,56.0,technician,single,primary,no,,yes,no,unknown,9.0,may,,,-1.0,0.0,unknown,0
4127,43.0,blue-collar,married,primary,no,953.0,yes,no,unknown,19.0,may,135.0,1.0,-1.0,0.0,unknown,0
15090,25.0,student,single,secondary,no,963.0,yes,no,cellular,17.0,jul,,1.0,-1.0,0.0,unknown,0
678,35.0,technician,married,secondary,no,-131.0,yes,no,unknown,6.0,may,467.0,2.0,-1.0,0.0,unknown,0
15421,46.0,self-employed,married,primary,no,5442.0,,no,cellular,18.0,jul,115.0,4.0,-1.0,0.0,unknown,0
14124,32.0,admin.,married,tertiary,no,0.0,yes,yes,cellular,11.0,jul,85.0,2.0,-1.0,0.0,unknown,0
19713,56.0,retired,married,primary,no,3149.0,no,no,cellular,7.0,aug,142.0,3.0,-1.0,0.0,unknown,0
747,56.0,self-employed,married,unknown,no,7.0,no,no,unknown,6.0,may,305.0,2.0,-1.0,0.0,unknown,0
14980,38.0,services,married,secondary,no,0.0,no,yes,cellular,16.0,jul,1473.0,6.0,-1.0,0.0,unknown,0
29194,38.0,blue-collar,married,primary,no,489.0,yes,no,cellular,2.0,feb,218.0,1.0,-1.0,0.0,unknown,0
25058,46.0,blue-collar,married,primary,no,,yes,no,cellular,18.0,nov,708.0,1.0,-1.0,0.0,unknown,0
12582,57.0,technician,married,secondary,no,253.0,no,yes,unknown,3.0,jul,230.0,3.0,-1.0,0.0,unknown,0
6247,38.0,blue-collar,married,primary,no,315.0,yes,no,unknown,27.0,may,173.0,3.0,-1.0,0.0,unknown,0
39015,34.0,blue-collar,married,unknown,no,201.0,yes,no,cellular,18.0,may,78.0,1.0,-1.0,0.0,unknown,0
39333,32.0,technician,single,unknown,no,-301.0,yes,no,cellular,18.0,may,176.0,2.0,-1.0,,,0
37433,53.0,admin.,married,primary,no,234.0,yes,no,telephone,13.0,may,53.0,7.0,-1.0,0.0,unknown,0
32747,43.0,blue-collar,divorced,secondary,no,-447.0,yes,no,,17.0,apr,85.0,1.0,-1.0,0.0,unknown,0
19360,58.0,blue-collar,married,primary,no,47.0,no,no,cellular,6.0,aug,281.0,2.0,-1.0,0.0,unknown,0
35565,27.0,housemaid,single,tertiary,no,979.0,yes,no,cellular,7.0,may,272.0,4.0,357.0,1.0,other,0
18492,55.0,services,married,secondary,no,3546.0,yes,yes,cellular,31.0,jul,268.0,2.0,-1.0,0.0,unknown,0
42740,42.0,unknown,single,unknown,no,942.0,no,no,cellular,27.0,jan,245.0,1.0,,2.0,success,1
43575,55.0,technician,married,tertiary,no,1320.0,no,no,cellular,28.0,apr,387.0,2.0,-1.0,0.0,unknown,1
10327,50.0,unemployed,married,secondary,no,5164.0,no,no,unknown,12.0,jun,117.0,5.0,-1.0,0.0,unknown,0
21055,47.0,technician,married,secondary,no,-9.0,no,no,cellular,14.0,aug,457.0,2.0,,0.0,unknown,0
795,46.0,self-employed,married,tertiary,no,2303.0,yes,no,unknown,7.0,may,241.0,1.0,-1.0,0.0,unknown,0
40401,61.0,retired,married,secondary,no,13164.0,no,no,cellular,1.0,jul,92.0,1.0,-1.0,0.0,unknown,0
20453,59.0,retired,married,primary,no,94.0,no,,cellular,12.0,aug,256.0,2.0,-1.0,0.0,unknown,0
24874,35.0,blue-collar,married,secondary,no,153.0,yes,no,cellular,18.0,nov,645.0,2.0,-1.0,0.0,unknown,0
22805,33.0,technician,married,secondary,no,0.0,no,no,cellular,25.0,aug,296.0,8.0,-1.0,0.0,unknown,0
1454,43.0,blue-collar,married,primary,no,34.0,yes,no,unknown,8.0,may,543.0,3.0,-1.0,0.0,unknown,0
38755,24.0,blue-collar,single,secondary,no,6.0,yes,no,cellular,18.0,may,16.0,10.0,-1.0,0.0,unknown,0
244,43.0,technician,married,secondary,no,434.0,yes,no,unknown,5.0,may,117.0,1.0,-1.0,0.0,unknown,0
24399,31.0,management,married,,no,898.0,no,no,cellular,17.0,nov,578.0,1.0,-1.0,0.0,,0
17772,56.0,retired,married,primary,no,-464.0,yes,no,cellular,29.0,jul,820.0,6.0,-1.0,0.0,unknown,0
18454,42.0,admin.,married,secondary,no,176.0,no,no,cellular,31.0,jul,201.0,2.0,-1.0,0.0,unknown,0
41796,23.0,student,single,secondary,no,107.0,no,no,cellular,14.0,oct,84.0,1.0,183.0,1.0,success,1
4919,39.0,blue-collar,married,primary,no,774.0,yes,no,unknown,21.0,may,29.0,1.0,-1.0,0.0,unknown,0
18987,58.0,management,married,tertiary,no,9683.0,no,no,cellular,4.0,aug,857.0,2.0,-1.0,0.0,unknown,0
33082,45.0,blue-collar,married,secondary,no,-258.0,yes,no,telephone,20.0,apr,384.0,5.0,-1.0,0.0,unknown,0
27189,35.0,entrepreneur,married,tertiary,no,-31.0,yes,no,cellular,21.0,nov,171.0,2.0,-1.0,0.0,unknown,0
32366,32.0,self-employed,single,tertiary,no,519.0,yes,no,cellular,16.0,apr,317.0,2.0,149.0,1.0,failure,0
30371,30.0,student,single,secondary,no,61.0,no,yes,cellular,5.0,feb,133.0,5.0,8.0,2.0,other,0
39820,38.0,technician,single,tertiary,no,25.0,yes,no,cellular,1.0,jun,232.0,2.0,-1.0,0.0,unknown,1
35967,34.0,blue-collar,married,primary,no,174.0,yes,no,cellular,8.0,,405.0,3.0,-1.0,0.0,unknown,0
17735,35.0,blue-collar,married,primary,no,-312.0,yes,yes,telephone,29.0,jul,38.0,3.0,-1.0,0.0,unknown,0
31181,25.0,technician,single,secondary,no,1231.0,yes,no,cellular,27.0,feb,412.0,5.0,-1.0,0.0,unknown,1
35414,34.0,management,married,tertiary,no,676.0,no,no,cellular,7.0,may,156.0,1.0,177.0,1.0,success,0
23869,33.0,technician,single,tertiary,no,176.0,no,no,cellular,29.0,aug,112.0,2.0,-1.0,0.0,unknown,0
5923,39.0,entrepreneur,married,secondary,no,283.0,yes,no,unknown,26.0,may,126.0,2.0,-1.0,0.0,unknown,0
5846,29.0,technician,single,tertiary,no,1185.0,yes,no,unknown,26.0,may,536.0,1.0,-1.0,0.0,unknown,0
15151,34.0,management,single,tertiary,no,1396.0,yes,no,,17.0,jul,630.0,1.0,-1.0,0.0,unknown,0
42575,89.0,retired,divorced,primary,no,1323.0,no,no,telephone,29.0,dec,207.0,4.0,189.0,1.0,other,0
35659,48.0,management,single,tertiary,no,0.0,yes,yes,cellular,8.0,may,76.0,1.0,-1.0,0.0,unknown,0
13774,59.0,management,married,secondary,no,32.0,no,no,telephone,10.0,jul,121.0,1.0,-1.0,0.0,unknown,0
4986,31.0,admin.,single,tertiary,,1583.0,yes,no,unknown,21.0,may,207.0,1.0,-1.0,0.0,unknown,0
11335,48.0,unknown,married,unknown,no,2261.0,no,no,unknown,18.0,jun,445.0,3.0,-1.0,0.0,unknown,0
39300,31.0,unemployed,single,secondary,no,500.0,yes,no,cellular,18.0,may,184.0,2.0,350.0,2.0,failure,0
16420,32.0,blue-collar,single,secondary,no,0.0,no,no,cellular,23.0,jul,271.0,6.0,-1.0,0.0,unknown,0
23136,46.0,services,married,secondary,no,12.0,no,no,cellular,26.0,aug,225.0,3.0,-1.0,0.0,unknown,0
39864,29.0,management,single,tertiary,no,307.0,yes,no,cellular,2.0,jun,690.0,1.0,-1.0,0.0,unknown,1
31564,38.0,technician,married,secondary,no,275.0,yes,no,cellular,3.0,apr,277.0,2.0,333.0,1.0,failure,0
7351,43.0,admin.,divorced,secondary,no,3350.0,yes,yes,unknown,29.0,may,488.0,1.0,-1.0,0.0,unknown,0
3334,42.0,,married,tertiary,no,9.0,yes,no,,15.0,may,,3.0,-1.0,0.0,unknown,0
42053,32.0,unemployed,single,tertiary,no,685.0,yes,no,cellular,29.0,oct,262.0,1.0,204.0,1.0,other,0
26049,54.0,management,married,tertiary,no,0.0,no,yes,cellular,19.0,nov,307.0,3.0,-1.0,0.0,unknown,0
40151,55.0,housemaid,married,unknown,no,366.0,no,no,cellular,5.0,jun,365.0,3.0,57.0,2.0,other,1
16677,44.0,blue-collar,married,secondary,no,3348.0,no,yes,cellular,24.0,jul,504.0,2.0,-1.0,0.0,unknown,0
44541,48.0,unemployed,married,secondary,no,926.0,no,no,cellular,12.0,aug,504.0,2.0,178.0,10.0,success,1
40405,69.0,retired,divorced,primary,no,,no,no,,2.0,jul,260.0,2.0,-1.0,,unknown,1
23704,37.0,self-employed,married,tertiary,no,552.0,no,no,cellular,28.0,aug,379.0,1.0,-1.0,0.0,unknown,0
35161,53.0,blue-collar,married,primary,no,0.0,yes,yes,cellular,7.0,may,263.0,1.0,-1.0,0.0,unknown,0
27107,,management,married,tertiary,no,162.0,yes,no,cellular,21.0,nov,143.0,1.0,-1.0,0.0,unknown,0
16861,49.0,blue-collar,married,secondary,no,165.0,no,yes,cellular,25.0,jul,682.0,10.0,-1.0,0.0,unknown,0
8678,37.0,blue-collar,single,secondary,no,277.0,yes,no,unknown,3.0,jun,87.0,6.0,-1.0,0.0,unknown,0
42077,30.0,technician,single,tertiary,no,53.0,no,no,cellular,30.0,oct,155.0,1.0,184.0,1.0,success,0
5258,34.0,services,single,secondary,no,1239.0,yes,no,unknown,23.0,may,164.0,1.0,-1.0,0.0,unknown,0
19039,58.0,retired,married,unknown,no,937.0,no,no,cellular,5.0,aug,155.0,1.0,-1.0,0.0,unknown,0
22682,33.0,technician,single,secondary,no,161.0,no,no,cellular,25.0,aug,,9.0,-1.0,0.0,unknown,0
24747,54.0,technician,divorced,secondary,no,2868.0,no,no,cellular,18.0,nov,42.0,1.0,-1.0,0.0,unknown,0
5101,34.0,blue-collar,single,secondary,no,89.0,yes,yes,unknown,21.0,may,175.0,2.0,-1.0,0.0,unknown,0
27741,43.0,technician,divorced,secondary,no,87.0,yes,no,cellular,28.0,jan,130.0,1.0,247.0,2.0,failure,0
32404,39.0,blue-collar,married,primary,no,2366.0,yes,no,cellular,16.0,apr,1007.0,3.0,325.0,4.0,,0
36746,39.0,blue-collar,single,secondary,no,175.0,no,no,cellular,12.0,may,17.0,1.0,365.0,2.0,other,0
9625,53.0,retired,divorced,secondary,yes,-200.0,no,yes,,6.0,jun,161.0,1.0,,0.0,unknown,0
3214,45.0,blue-collar,married,secondary,no,4509.0,yes,no,unknown,15.0,may,135.0,1.0,-1.0,0.0,unknown,0
30484,28.0,blue-collar,single,secondary,no,438.0,yes,no,cellular,,feb,347.0,2.0,-1.0,0.0,unknown,0
29551,28.0,technician,single,secondary,no,122.0,no,no,cellular,3.0,feb,155.0,4.0,-1.0,0.0,unknown,0
27941,36.0,technician,single,secondary,no,480.0,yes,no,cellular,28.0,jan,90.0,1.0,-1.0,0.0,unknown,0
8461,37.0,blue-collar,married,secondary,no,67.0,no,no,unknown,3.0,jun,45.0,2.0,-1.0,0.0,unknown,0
11732,31.0,blue-collar,married,primary,no,224.0,yes,no,unknown,20.0,jun,20.0,19.0,-1.0,0.0,unknown,0
40537,43.0,technician,married,secondary,no,0.0,no,no,cellular,8.0,jul,74.0,1.0,-1.0,,unknown,0
40714,37.0,admin.,single,secondary,no,262.0,no,no,cellular,7.0,aug,305.0,1.0,179.0,5.0,other,0
218,53.0,unemployed,married,unknown,no,13.0,,no,unknown,5.0,may,410.0,,-1.0,0.0,unknown,0
36288,36.0,management,single,tertiary,no,1400.0,yes,no,cellular,11.0,may,608.0,3.0,-1.0,0.0,unknown,1
26783,31.0,technician,single,tertiary,no,13711.0,yes,no,cellular,20.0,nov,1532.0,3.0,-1.0,0.0,unknown,1
13704,41.0,blue-collar,married,secondary,no,-194.0,no,yes,cellular,10.0,jul,307.0,1.0,-1.0,,unknown,0
15936,36.0,blue-collar,married,secondary,no,420.0,yes,no,cellular,22.0,jul,58.0,1.0,-1.0,0.0,,0
33694,26.0,student,single,tertiary,no,10086.0,no,no,cellular,21.0,apr,110.0,2.0,-1.0,0.0,unknown,1
36495,46.0,blue-collar,married,primary,no,2313.0,yes,no,,12.0,may,,2.0,-1.0,0.0,unknown,0
13929,35.0,blue-collar,married,secondary,no,609.0,yes,no,telephone,10.0,jul,136.0,1.0,-1.0,0.0,,0
41363,53.0,management,divorced,tertiary,no,6649.0,yes,no,cellular,31.0,aug,106.0,1.0,55.0,1.0,failure,0
30426,47.0,technician,single,secondary,no,58.0,no,no,telephone,5.0,feb,33.0,1.0,-1.0,0.0,unknown,0
37920,31.0,blue-collar,single,secondary,no,953.0,yes,no,cellular,14.0,may,479.0,1.0,346.0,2.0,success,1
995,29.0,blue-collar,married,secondary,no,313.0,yes,yes,unknown,7.0,may,144.0,1.0,-1.0,0.0,unknown,0
42354,36.0,admin.,married,tertiary,no,0.0,no,no,cellular,,nov,106.0,1.0,205.0,2.0,other,0
13531,32.0,housemaid,married,secondary,no,216.0,no,yes,cellular,9.0,jul,71.0,,-1.0,0.0,unknown,0
29725,31.0,management,married,tertiary,no,302.0,yes,yes,cellular,4.0,feb,181.0,1.0,257.0,1.0,failure,0
27762,32.0,student,married,secondary,no,0.0,no,no,cellular,28.0,jan,558.0,1.0,-1.0,0.0,unknown,0
27450,59.0,blue-collar,married,secondary,no,10054.0,no,no,cellular,21.0,nov,175.0,3.0,100.0,6.0,failure,0
7895,32.0,blue-collar,married,secondary,no,501.0,yes,yes,unknown,30.0,,43.0,5.0,-1.0,0.0,unknown,0
31840,30.0,services,single,secondary,no,1268.0,yes,no,cellular,8.0,apr,105.0,4.0,320.0,8.0,other,1
41764,55.0,entrepreneur,divorced,secondary,no,538.0,yes,no,cellular,13.0,oct,306.0,1.0,67.0,2.0,success,0
14323,49.0,entrepreneur,married,secondary,no,,no,yes,telephone,14.0,jul,281.0,3.0,-1.0,0.0,unknown,0
35294,25.0,blue-collar,single,secondary,no,-392.0,yes,no,cellular,7.0,may,346.0,1.0,-1.0,0.0,unknown,0
12427,33.0,services,married,secondary,no,740.0,no,yes,unknown,30.0,jun,266.0,3.0,-1.0,0.0,unknown,0
6297,29.0,blue-collar,married,secondary,no,975.0,yes,no,unknown,27.0,may,265.0,2.0,-1.0,0.0,unknown,0
13438,45.0,technician,married,secondary,no,2020.0,yes,no,cellular,9.0,jul,55.0,1.0,-1.0,0.0,unknown,0
14364,44.0,blue-collar,married,primary,no,3113.0,no,no,cellular,14.0,jul,331.0,2.0,-1.0,0.0,unknown,0
6175,36.0,blue-collar,married,unknown,no,-417.0,yes,no,unknown,27.0,may,597.0,3.0,-1.0,0.0,unknown,0
30073,40.0,entrepreneur,single,secondary,no,943.0,yes,no,cellular,4.0,feb,179.0,3.0,-1.0,0.0,unknown,0
3744,38.0,blue-collar,,,no,961.0,yes,no,unknown,16.0,may,346.0,1.0,-1.0,0.0,unknown,0
28261,36.0,management,married,tertiary,no,0.0,yes,no,cellular,29.0,jan,86.0,1.0,237.0,17.0,other,0
11446,42.0,blue-collar,single,primary,no,1401.0,yes,no,unknown,19.0,jun,69.0,1.0,-1.0,0.0,unknown,0
29531,33.0,blue-collar,married,secondary,yes,-266.0,yes,yes,cellular,3.0,feb,16.0,7.0,,0.0,unknown,0
31027,33.0,self-employed,married,tertiary,no,627.0,yes,no,cellular,10.0,feb,208.0,2.0,-1.0,0.0,unknown,0
41248,70.0,retired,married,primary,no,2346.0,no,no,cellular,24.0,aug,190.0,3.0,194.0,2.0,success,0
34695,45.0,management,married,tertiary,no,0.0,yes,no,cellular,5.0,may,469.0,2.0,342.0,1.0,failure,0
20015,48.0,services,married,secondary,no,801.0,no,no,cellular,8.0,aug,80.0,1.0,-1.0,0.0,unknown,0
18853,60.0,retired,married,secondary,no,5207.0,no,no,cellular,4.0,aug,160.0,1.0,-1.0,0.0,unknown,0
29228,35.0,services,married,secondary,no,630.0,yes,no,cellular,2.0,feb,134.0,1.0,271.0,2.0,failure,0
38717,30.0,technician,married,secondary,no,3123.0,yes,no,cellular,15.0,may,49.0,2.0,333.0,5.0,other,0
19085,49.0,management,married,tertiary,no,2139.0,no,no,cellular,5.0,aug,278.0,1.0,-1.0,0.0,unknown,0
18584,44.0,admin.,single,unknown,yes,-612.0,yes,no,cellular,31.0,jul,297.0,1.0,-1.0,0.0,unknown,0
5935,40.0,services,married,secondary,no,-626.0,yes,no,unknown,26.0,may,147.0,2.0,-1.0,0.0,unknown,0
7257,35.0,services,single,secondary,no,918.0,yes,no,unknown,29.0,may,178.0,1.0,-1.0,0.0,unknown,0
18712,41.0,blue-collar,married,secondary,no,1293.0,no,no,telephone,31.0,jul,350.0,15.0,-1.0,0.0,,0
20618,49.0,blue-collar,married,secondary,no,553.0,no,no,cellular,12.0,aug,645.0,8.0,-1.0,0.0,unknown,1
26277,47.0,self-employed,married,primary,no,574.0,yes,no,cellular,20.0,nov,137.0,5.0,-1.0,0.0,unknown,0
44087,30.0,management,married,tertiary,no,69.0,yes,no,unknown,6.0,jul,42.0,1.0,-1.0,0.0,unknown,0
40826,26.0,admin.,single,secondary,no,96.0,no,no,cellular,11.0,aug,349.0,1.0,70.0,3.0,failure,1
4555,34.0,admin.,single,secondary,no,126.0,yes,no,unknown,20.0,may,61.0,2.0,-1.0,0.0,unknown,0
40857,37.0,management,married,tertiary,no,393.0,yes,no,cellular,12.0,aug,,2.0,104.0,2.0,success,0
16719,43.0,unemployed,divorced,secondary,no,0.0,yes,no,cellular,24.0,jul,229.0,2.0,-1.0,0.0,unknown,0
18907,45.0,unemployed,married,primary,no,2.0,no,no,,4.0,aug,413.0,1.0,-1.0,0.0,unknown,0
14051,36.0,management,single,tertiary,no,1339.0,yes,no,cellular,11.0,jul,136.0,1.0,-1.0,0.0,unknown,0
31052,83.0,retired,single,primary,no,3349.0,no,no,telephone,12.0,feb,89.0,1.0,-1.0,0.0,unknown,0
28878,51.0,unemployed,married,secondary,no,17418.0,yes,no,telephone,30.0,jan,237.0,2.0,-1.0,0.0,unknown,0
2791,43.0,technician,divorced,secondary,no,0.0,no,no,unknown,14.0,may,333.0,1.0,-1.0,0.0,unknown,0
28453,31.0,blue-collar,married,secondary,no,326.0,no,yes,cellular,29.0,jan,124.0,1.0,-1.0,0.0,unknown,0
12854,29.0,blue-collar,married,secondary,no,247.0,no,yes,cellular,7.0,jul,199.0,1.0,-1.0,0.0,unknown,0
28349,44.0,management,married,tertiary,no,149.0,yes,no,cellular,29.0,jan,507.0,1.0,220.0,2.0,success,0
27638,58.0,entrepreneur,married,secondary,no,0.0,no,yes,cellular,21.0,nov,56.0,2.0,-1.0,0.0,unknown,0
41412,32.0,admin.,married,secondary,no,995.0,no,no,cellular,3.0,sep,331.0,1.0,99.0,2.0,other,1
17974,51.0,technician,divorced,secondary,no,43.0,no,no,cellular,30.0,jul,220.0,2.0,-1.0,0.0,unknown,0
27907,52.0,housemaid,divorced,primary,no,337.0,no,no,cellular,28.0,jan,130.0,1.0,-1.0,0.0,unknown,0
44703,26.0,technician,single,secondary,no,1105.0,yes,no,cellular,6.0,sep,415.0,1.0,297.0,3.0,other,1
2276,45.0,blue-collar,married,secondary,no,27.0,yes,no,unknown,12.0,may,299.0,5.0,-1.0,0.0,unknown,0
22947,53.0,blue-collar,married,primary,no,18.0,no,no,cellular,26.0,aug,55.0,4.0,-1.0,0.0,unknown,0
35703,35.0,blue-collar,married,primary,no,0.0,yes,no,cellular,8.0,may,265.0,1.0,290.0,2.0,failure,0
8681,53.0,services,divorced,secondary,no,43.0,yes,no,unknown,3.0,jun,70.0,6.0,-1.0,0.0,unknown,0
38811,37.0,admin.,single,secondary,no,31.0,yes,no,cellular,18.0,may,15.0,9.0,-1.0,0.0,unknown,0
1593,29.0,blue-collar,single,secondary,no,-138.0,yes,yes,unknown,8.0,may,271.0,5.0,-1.0,0.0,unknown,0
26904,53.0,management,single,secondary,no,5558.0,yes,no,cellular,21.0,nov,81.0,6.0,189.0,3.0,failure,0
34738,37.0,management,married,tertiary,no,0.0,yes,no,cellular,6.0,may,149.0,1.0,13.0,12.0,success,0
31249,32.0,technician,married,tertiary,no,3820.0,yes,no,cellular,3.0,mar,105.0,1.0,-1.0,0.0,unknown,0
27661,37.0,blue-collar,single,secondary,no,3111.0,yes,no,cellular,21.0,nov,9.0,3.0,185.0,2.0,failure,0
29316,53.0,technician,married,secondary,no,598.0,no,no,cellular,2.0,feb,340.0,3.0,264.0,2.0,failure,0
3205,46.0,admin.,married,secondary,no,4048.0,yes,no,unknown,15.0,may,360.0,1.0,-1.0,0.0,unknown,0
9251,44.0,unemployed,married,primary,no,280.0,yes,no,unknown,5.0,jun,193.0,2.0,,0.0,unknown,0
10086,45.0,technician,married,secondary,no,3007.0,no,no,unknown,11.0,jun,442.0,1.0,-1.0,0.0,unknown,0
3573,46.0,technician,divorced,secondary,no,435.0,yes,no,unknown,15.0,may,192.0,3.0,-1.0,,unknown,0
44443,57.0,technician,divorced,secondary,no,470.0,no,,cellular,5.0,aug,480.0,3.0,-1.0,0.0,unknown,1
33178,36.0,blue-collar,married,secondary,no,349.0,yes,no,cellular,20.0,apr,365.0,1.0,-1.0,0.0,unknown,0
34156,29.0,management,married,tertiary,no,30.0,no,no,cellular,30.0,apr,139.0,1.0,-1.0,0.0,unknown,0
28735,32.0,services,single,secondary,no,717.0,no,no,cellular,30.0,jan,462.0,2.0,-1.0,0.0,unknown,0
36732,36.0,blue-collar,divorced,primary,no,-308.0,yes,no,cellular,12.0,may,725.0,1.0,-1.0,0.0,unknown,1
35187,37.0,self-employed,single,tertiary,no,2441.0,yes,yes,cellular,7.0,may,248.0,1.0,-1.0,0.0,unknown,0
6163,30.0,entrepreneur,single,primary,no,0.0,yes,yes,unknown,27.0,may,1051.0,1.0,-1.0,0.0,unknown,1
37082,46.0,blue-collar,single,secondary,no,521.0,yes,no,cellular,13.0,may,502.0,,-1.0,0.0,unknown,0
1692,28.0,blue-collar,single,secondary,no,759.0,yes,no,unknown,9.0,may,710.0,1.0,-1.0,0.0,unknown,1
26172,57.0,unemployed,divorced,secondary,no,3.0,no,no,cellular,20.0,nov,77.0,3.0,-1.0,0.0,unknown,0
42587,30.0,management,single,tertiary,no,2907.0,yes,no,cellular,30.0,dec,146.0,2.0,218.0,1.0,failure,0
